bus_id,window_id,slot_start_min,station_id,x,q_kwh,price_per_kwh
4001,0,442,3588,1.0,10,0.2
4001,0,444,3588,1.0,10,0.2
4001,0,446,3588,1.0,10,0.2
4001,0,448,3588,1.0,10,0.2
4001,1,512,3588,0.0,10,0.5
4001,1,514,3588,0.0,10,0.5
4001,1,516,3588,0.0,10,0.5
4001,2,580,3588,0.0,10,0.5
4001,2,582,3588,0.0,10,0.5
4001,2,584,3588,0.0,10,0.5
4001,3,648,3588,0.0,10,0.5
4001,3,650,3588,1.0,10,0.5
4001,3,652,3588,0.0,10,0.5
4001,4,717,3588,1.0,10,0.2
4001,4,719,3588,1.0,10,0.2
4001,4,721,3588,0.0,5,0.2
4001,5,785,3588,1.0,10,0.2
4001,5,787,3588,1.0,10,0.2
4001,5,789,3588,1.0,5,0.2
4001,6,853,3588,1.0,10,0.2
4001,6,855,3588,1.0,10,0.2
4001,6,857,3588,1.0,5,0.2
4001,7,921,3588,1.0,10,0.2
4001,7,923,3588,1.0,10,0.2
4001,7,925,3588,1.0,5,0.2
4001,8,989,3588,1.0,10,0.2
4001,8,991,3588,1.0,10,0.2
4001,8,993,3588,1.0,5,0.2
4001,9,1056,3588,1.0,10,0.2
4001,9,1058,3588,1.0,10,0.2
4001,9,1060,3588,1.0,10,0.2
4001,10,1124,3588,0.0,10,0.5
4001,10,1126,3588,0.0,10,0.5
4001,10,1128,3588,0.0,10,0.5
4001,11,1190,3588,0.0,10,0.5
4001,11,1192,3588,0.0,10,0.5
4001,11,1194,3588,0.0,10,0.5
4001,11,1196,3588,0.0,10,0.5
4001,12,1258,3588,0.0,10,0.5
4001,12,1260,3588,1.0,10,0.1
4001,12,1262,3588,0.0,10,0.1
4001,12,1264,3588,1.0,10,0.1
4001,13,1326,3588,0.0,10,0.1
4001,13,1328,3588,0.0,10,0.1
4001,13,1330,3588,0.0,10,0.1
4001,13,1332,3588,0.0,10,0.1
4002,0,654,165,0.0,10,0.5
4002,0,656,165,0.0,10,0.5
4002,0,658,165,0.0,10,0.5
4002,1,742,165,0.0,10,0.2
4002,1,744,165,0.0,10,0.2
4002,1,746,165,0.0,10,0.2
4002,1,748,165,0.0,10,0.2
4003,0,534,165,0.0,10,0.5
4003,0,536,165,0.0,10,0.5
4003,0,538,165,0.0,10,0.5
4003,1,594,165,0.0,10,0.5
4003,1,596,165,1.0,10,0.5
4003,1,598,165,0.0,10,0.5
4003,2,654,165,0.0,10,0.5
4003,2,656,165,0.0,10,0.5
4003,2,658,165,0.0,10,0.5
4003,3,714,165,0.0,10,0.2
4003,3,716,165,1.0,10,0.2
4003,3,718,165,1.0,10,0.2
4003,4,774,165,0.0,10,0.2
4003,4,776,165,1.0,10,0.2
4003,4,778,165,0.0,10,0.2
4003,5,834,165,0.0,10,0.2
4003,5,836,165,1.0,10,0.2
4003,5,838,165,1.0,10,0.2
4003,6,894,165,1.0,10,0.2
4003,6,896,165,1.0,10,0.2
4003,6,898,165,0.0,10,0.2
4003,7,954,165,0.0,10,0.2
4003,7,956,165,1.0,10,0.2
4003,7,958,165,1.0,10,0.2
4003,8,1014,165,0.0,10,0.2
4003,8,1016,165,0.0,10,0.2
4003,8,1018,165,0.0,10,0.2
4003,9,1074,165,0.0,10,0.2
4003,9,1076,165,0.0,10,0.2
4003,9,1078,165,1.0,10,0.2
4003,10,1134,165,0.0,10,0.5
4003,10,1136,165,0.0,10,0.5
4003,10,1138,165,0.0,10,0.5
4003,11,1194,165,0.0,10,0.5
4003,11,1196,165,0.0,10,0.5
4003,11,1198,165,0.0,10,0.5
4005,0,566,100,0.0,10,0.5
4005,0,568,100,0.0,10,0.5
4005,0,570,100,0.0,10,0.5
4005,1,614,3588,0.0,10,0.5
4005,1,616,3588,0.0,10,0.5
4005,1,618,3588,0.0,10,0.5
4005,2,683,3588,1.0,10,0.2
4005,2,685,3588,1.0,10,0.2
4005,2,687,3588,1.0,5,0.2
4005,3,751,3588,1.0,10,0.2
4005,3,753,3588,1.0,10,0.2
4005,3,755,3588,1.0,5,0.2
4005,4,819,3588,1.0,10,0.2
4005,4,821,3588,1.0,10,0.2
4005,4,823,3588,1.0,5,0.2
4005,5,887,3588,1.0,10,0.2
4005,5,889,3588,0.0,10,0.2
4005,5,891,3588,1.0,5,0.2
4005,6,955,3588,1.0,10,0.2
4005,6,957,3588,1.0,10,0.2
4005,6,959,3588,0.0,5,0.2
4005,7,1022,3588,1.0,10,0.2
4005,7,1024,3588,1.0,10,0.2
4005,7,1026,3588,1.0,10,0.2
4005,8,1090,3588,0.0,10,0.5
4005,8,1092,3588,0.0,10,0.5
4005,8,1094,3588,0.0,10,0.5
4005,9,1157,3588,0.0,10,0.5
4005,9,1159,3588,0.0,10,0.5
4005,9,1161,3588,0.0,10,0.5
4005,9,1163,3588,0.0,5,0.5
4007,0,532,165,0.0,10,0.5
4007,0,534,165,0.0,10,0.5
4007,0,536,165,0.0,10,0.5
4007,0,538,165,0.0,10,0.5
4007,1,592,165,0.0,10,0.5
4007,1,594,165,0.0,10,0.5
4007,1,596,165,0.0,10,0.5
4007,1,598,165,0.0,10,0.5
4007,2,652,165,0.0,10,0.5
4007,2,654,165,0.0,10,0.5
4007,2,656,165,0.0,10,0.5
4007,2,658,165,0.0,10,0.5
4007,3,712,165,1.0,10,0.2
4007,3,714,165,0.0,10,0.2
4007,3,716,165,0.0,10,0.2
4007,3,718,165,0.0,10,0.2
4007,4,772,165,0.0,10,0.2
4007,4,774,165,0.0,10,0.2
4007,4,776,165,1.0,10,0.2
4007,4,778,165,1.0,10,0.2
4007,5,832,165,1.0,10,0.2
4007,5,834,165,1.0,10,0.2
4007,5,836,165,1.0,10,0.2
4007,5,838,165,0.0,10,0.2
4007,6,892,165,1.0,10,0.2
4007,6,894,165,0.0,10,0.2
4007,6,896,165,1.0,10,0.2
4007,6,898,165,1.0,10,0.2
4007,7,984,373,0.0,10,0.2
4007,7,986,373,0.0,10,0.2
4007,7,988,373,0.0,10,0.2
4007,8,1104,373,0.0,10,0.5
4007,8,1106,373,0.0,10,0.5
4007,8,1108,373,0.0,10,0.5
4007,9,1229,2546,0.0,10,0.5
4007,9,1231,2546,0.0,10,0.5
4007,9,1233,2546,0.0,10,0.5
4008,0,504,3137,0.0,10,0.5
4008,0,506,3137,0.0,10,0.5
4008,0,508,3137,0.0,10,0.5
4008,1,532,3588,1.0,10,0.5
4008,1,534,3588,1.0,10,0.5
4008,1,536,3588,1.0,10,0.5
4008,1,538,3588,1.0,10,0.5
4008,2,624,3137,0.0,10,0.5
4008,2,626,3137,0.0,10,0.5
4008,2,628,3137,0.0,10,0.5
4008,3,652,3588,1.0,10,0.5
4008,3,654,3588,1.0,10,0.5
4008,3,656,3588,1.0,10,0.5
4008,3,658,3588,1.0,10,0.5
4008,4,718,165,0.0,10,0.2
4008,4,720,165,0.0,10,0.2
4008,4,722,165,0.0,10,0.2
4008,4,724,165,1.0,10,0.2
4008,4,726,165,1.0,10,0.2
4008,5,744,373,0.0,10,0.2
4008,5,746,373,0.0,10,0.2
4008,5,748,373,0.0,10,0.2
4008,6,772,165,1.0,10,0.2
4008,6,774,165,1.0,10,0.2
4008,6,776,165,0.0,10,0.2
4008,6,778,165,1.0,10,0.2
4008,7,837,165,0.0,10,0.2
4008,7,839,165,1.0,10,0.2
4008,7,841,165,1.0,10,0.2
4008,7,843,165,1.0,10,0.2
4008,7,845,165,1.0,10,0.2
4008,7,847,165,0.0,5,0.2
4008,8,864,373,0.0,10,0.2
4008,8,866,373,0.0,10,0.2
4008,8,868,373,0.0,10,0.2
4008,9,892,165,0.0,10,0.2
4008,9,894,165,0.0,10,0.2
4008,9,896,165,0.0,10,0.2
4008,9,898,165,0.0,10,0.2
4008,10,957,165,1.0,10,0.2
4008,10,959,165,1.0,10,0.2
4008,10,961,165,0.0,10,0.2
4008,10,963,165,1.0,10,0.2
4008,10,965,165,1.0,10,0.2
4008,10,967,165,0.0,5,0.2
4008,11,984,373,0.0,10,0.2
4008,11,986,373,0.0,10,0.2
4008,11,988,373,0.0,10,0.2
4008,12,1012,165,1.0,10,0.2
4008,12,1014,165,0.0,10,0.2
4008,12,1016,165,1.0,10,0.2
4008,12,1018,165,0.0,10,0.2
4008,13,1077,165,1.0,10,0.2
4008,13,1079,165,0.0,10,0.2
4008,13,1081,165,0.0,10,0.5
4008,13,1083,165,0.0,10,0.5
4008,13,1085,165,0.0,10,0.5
4008,13,1087,165,0.0,5,0.5
4008,14,1104,373,0.0,10,0.5
4008,14,1106,373,0.0,10,0.5
4008,14,1108,373,0.0,10,0.5
4008,15,1132,165,0.0,10,0.5
4008,15,1134,165,0.0,10,0.5
4008,15,1136,165,0.0,10,0.5
4008,15,1138,165,0.0,10,0.5
4008,16,1194,165,0.0,10,0.5
4008,16,1196,165,0.0,10,0.5
4008,16,1198,165,0.0,10,0.5
4010,0,622,165,0.0,10,0.5
4010,0,624,165,0.0,10,0.5
4010,0,626,165,0.0,10,0.5
4010,0,628,165,0.0,10,0.5
4010,1,667,165,1.0,10,0.2
4010,1,669,165,1.0,10,0.2
4010,1,671,165,1.0,10,0.2
4010,1,673,165,1.0,10,0.2
4010,2,712,165,1.0,10,0.2
4010,2,714,165,0.0,10,0.2
4010,2,716,165,0.0,10,0.2
4010,2,718,165,0.0,10,0.2
4010,3,757,165,1.0,10,0.2
4010,3,759,165,1.0,10,0.2
4010,3,761,165,1.0,10,0.2
4010,3,763,165,1.0,10,0.2
