bus_id,window_id,b_kwh
5013,9,37.260399362111585
5013,10,47.9993263359733
5013,11,32.13961206268334
5014,0,70.0
5014,1,49.94725903402036
5014,2,39.894518068040725
5014,3,34.8417771020611
5014,4,49.78903613608133
5014,5,49.73629517010144
5014,6,39.68355420412152
5014,7,54.63081323814148
5014,8,54.57807227216133
5014,9,34.52533130618169
5015,0,70.0
5015,1,79.92319187397646
5015,2,59.87045090799683
5015,3,39.817709942017196
5015,4,44.76496897603785
5015,5,44.7122280100585
5015,6,44.659487044078865
5015,7,34.60674607809923
5015,8,39.55400511211959
5015,9,44.50126414613995
5015,10,34.52533130583319
5016,0,70.0
5016,1,60.539586605755716
5016,2,36.16423894704886
5016,3,50.5850396361885
5016,4,45.00584032532803
5016,5,39.42664101446802
5016,6,33.847441703607956
5016,7,68.26824239274798
5016,8,102.68904308188836
5016,9,95.55909820329084
5016,10,92.73483098721432
5016,11,69.21050626257299
5016,12,92.08056138397572
5016,13,84.25629416789934
5016,14,60.774694534617154
5016,15,78.6447496560197
5016,16,70.82048243994299
5016,17,68.09881475636956
5016,18,70.96886987777155
5016,19,63.14460266169441
5016,20,40.422934978120594
5016,21,34.65867701981694
5017,0,70.0
5017,1,67.1757327839226
5017,2,73.65140805927996
5017,3,66.9815464456542
5017,4,59.15727922957681
5017,5,35.63295450493469
5017,6,68.96309289130869
5017,7,61.138825675230976
5017,8,47.61450095058827
5017,9,80.4845560719894
5017,10,72.66028885591138
5017,11,49.178689222627874
5017,12,77.04874434402885
5017,13,69.22447712795076
5017,14,65.74287749466788
5017,15,103.61293261606953
5017,16,100.78866539999213
5017,17,98.06699771641813
5017,18,90.93705283781976
5017,19,83.11278562174236
5017,20,69.98088495307908
5017,21,32.54982686325457
5018,0,70.0
5018,1,36.827847473809015
5018,2,30.531570191502418
5018,3,31.18078614483194
5019,0,70.0
5019,1,104.42080068913975
5019,2,138.84160137827965
5019,3,133.2624020674194
5019,4,127.68320275655915
5019,5,122.10400344569891
5019,6,116.52480413483866
5019,7,110.94560482397841
5019,8,105.3664055131183
5019,9,99.78720620225822
5019,10,94.20800689139809
5019,11,88.62880758053825
5019,12,83.04960826967857
5019,13,77.47040895881895
5019,14,71.89120964795939
5019,15,66.31201033709986
5019,16,60.73281102624024
5019,17,55.15361171538045
5019,18,49.574412404513915
5019,19,43.99521309365413
5019,20,48.41601378279435
5019,21,42.83681447193443
5019,22,37.25761516107447
5019,23,31.678415850214435
5020,0,70.0
5020,1,57.72336107046184
5020,2,45.44672214092371
5020,3,33.17008321138555
5020,4,30.893444281847394
5020,5,58.61680535230905
5020,6,66.34016642277052
5020,7,64.06352749323186
5020,8,51.786888563693275
5020,9,69.51024963415472
5020,10,57.2336107046162
5020,11,44.95697177507778
5020,12,62.6803328455394
5020,13,50.40369391600109
5020,14,38.12705498646281
5021,0,70.0
5021,1,84.42080068913975
5021,2,88.84160137827953
5021,3,83.26240206741929
5021,4,77.68320275655904
5021,5,72.1040034456988
5021,6,66.52480413483855
5021,7,60.945604823978314
5021,8,55.366405513118075
5021,9,49.787206202257835
5021,10,64.20800689139759
5021,11,58.628807580537355
5021,12,63.049608269677115
5021,13,67.47040895881688
5021,14,61.891209647956636
5021,15,56.312010337096396
5021,16,50.732811026236156
5021,17,45.153611715375916
5021,18,49.57441240451494
5021,19,43.9952130936547
5021,20,48.41601378279446
5021,21,42.83681447193422
5021,22,37.25761516107398
5022,0,70.0
5022,1,71.19789923671831
5022,2,62.39579847343645
5022,3,53.59369771015477
5022,4,44.79159694687309
5022,5,35.98949618359141
5022,6,32.18739542030942
5022,7,38.38529465702823
5022,8,39.5831938937405
5022,9,35.781093130459496
5022,10,31.978992367178545
5022,11,38.176891603897616
5022,12,34.3747908406166
5022,13,30.57269007733548
5022,14,31.770589314054373
5022,15,57.96848855077337
5022,16,59.16638778749247
5022,17,50.3642870242113
5022,18,41.56218626092973
5022,19,32.760085497648134
5024,0,70.0
5024,1,54.94725903402036
5024,2,34.894518068040725
5024,3,49.84177710206129
5024,4,64.789036136082
5024,5,79.73629517010237
5024,6,74.68355420412273
5024,7,84.63081323814309
5024,8,79.57807227216345
5024,9,59.139017125300896
5024,10,48.67589481839458
5024,11,38.21277251148826
5024,12,47.74965020458194
5024,13,34.16112503020074
5024,14,33.69800272329442
5025,0,70.0
5027,0,70.0
5027,1,95.53958660575572
5027,2,36.30507213475237
